"id","nombre","descripcion","tipo_dato","formula_texto","formula_json","parametrizacion_id","parametrizacion_version","proyecto_id","metrica_id"
"ef0c8b7e-379c-49fc-9fa6-7103b4decdff","Problemas reportados por el cliente","Número de problemas reportados directamente por el cliente durante el sprint.","numerico",NULL,NULL,NULL,NULL,"fce0340c-74f2-4219-a727-5bae4d842496","2ba0cf34-0bec-4e7d-8dc5-40795f050ec9"
"5280f889-fa77-4d21-97cd-7e0ae974c6c0","Motivación intrínseca","Nivel de motivación interna percibida por cada miembro del equipo.","escala",NULL,NULL,NULL,NULL,"fce0340c-74f2-4219-a727-5bae4d842496","2345492b-16a3-464e-983d-0176c0f911c2"
"a59025cb-f32f-442d-8457-00ce3c6ba077","Capacidad de trabajo","Capacidad individual de trabajo de cada miembro del equipo por sprint.","numerico",NULL,NULL,NULL,NULL,"fce0340c-74f2-4219-a727-5bae4d842496","37b4ec63-189f-471c-bcb0-020992580289"
"819c1e6f-110b-4b9f-9e39-11f8f4178e2f","Calidad (TWQ)","Total Work Quality: calidad total del trabajo entregado por el equipo.","numerico",NULL,NULL,NULL,NULL,"fce0340c-74f2-4219-a727-5bae4d842496","20bcc976-ede7-40bd-aa51-e56511f9e32d"
"21092ac1-e9a2-41d8-9a19-2d16984d7ccc","Defectos","Número total de defectos registrados en el sprint.","numerico",NULL,NULL,NULL,NULL,"fce0340c-74f2-4219-a727-5bae4d842496","ec0d74fe-0bf4-4970-af89-dcaa0736c8ed"
"9c2f1871-913a-47b0-acd4-d79277f2d649","Aprendizaje organizacional (FAT)","Failure Analysis Transformation: aprendizaje colectivo del equipo por sprint.","numerico",NULL,NULL,NULL,NULL,"fce0340c-74f2-4219-a727-5bae4d842496","beb22a94-0e1b-496a-8b9e-a08a8f6d77c3"
"6bb3453d-8ac4-44c1-9175-ce338d7120cf","Cambios de alcance por sprint","Número de cambios de alcance ocurridos durante el sprint.","numerico",NULL,NULL,NULL,NULL,"fce0340c-74f2-4219-a727-5bae4d842496","2ffdb8da-71d0-4bda-9925-982a112ea65a"
"2ee53a0e-c553-4e02-8ea0-ef45e7d7ba66","Deuda técnica gestionada","Porcentaje de deuda técnica identificada y gestionada en el sprint.","numerico",NULL,NULL,NULL,NULL,"fce0340c-74f2-4219-a727-5bae4d842496","40beffdf-13f4-4772-8820-4df93fae525c"
