"id","variable_id","variable_nombre","sprint_id","valor_num","valor_texto","valor_bool","registrado_at"
"11142cdf-eeda-41e8-b276-56edcda460cd","6bb3453d-8ac4-44c1-9175-ce338d7120cf","Cambios de alcance por sprint","8a804841-9a5b-4b51-ae8c-61e9c66ab647","0",NULL,NULL,"2026-08-02 14:15:24.240889-05"
"cacf8733-49f2-4a38-b4fe-d0df32dc6d8e","819c1e6f-110b-4b9f-9e39-11f8f4178e2f","Calidad (TWQ)","8a804841-9a5b-4b51-ae8c-61e9c66ab647","1",NULL,NULL,"2026-08-02 14:15:24.077756-05"
